NAME,score
Shanyang Town,9.61E-07
Langxia Town,1.11E-06
Zhangyan Town,2.53E-06
Zhujing Town,1.08E-05
Fengjing Town,1.00E-05
Caojing Town,4.12E-07
Petrochemical Street,6.79E-08
Xianxia Xincun Street,0.000109119
Beixinjing Street,0.000111599
Huayang Road Street,7.07E-05
Zhou Jiaqiao Street,0.000105407
Tianshan Road Street,0.000111045
Xinhua Road Street,0.000115465
Xinjing Town,0.000122152
Jiangsu Road Street,0.000105987
Chengjiaqiao Street,0.000129739
Hongqiao Street,0.000165324
Qibao Town,0.000132296
Huacao Town,6.47E-05
Gumei Road Street,8.56E-05
Wujing Town,3.17E-05
Xinhong Street,0.000112063
Meilong Town,6.33E-05
Jiangchuan Road Street,9.25E-06
Xinzhuang Town,7.71E-05
Hongqiao Town,0.000116484
Zhunqiao Town,3.02E-05
Maqiao Town,1.71E-05
Linfen Road Street,9.47E-05
Gongxin Road Street,0.000120766
North Station Street,8.40E-05
Daning Road Street,9.57E-05
Tianmu West Road Street,9.53E-05
Baoshan Road Street,8.15E-05
Pengpu Xincun Street,8.28E-05
Pengpu Town,0.000101484
Zhijiang West Road Street,9.04E-05
Huaxin Town,9.66E-05
Xiayang Street,0.000441513
Jing Town,0.000201041
Zhujiajiao Town,0.000325575
Baihe Town,5.47E-05
Yingpu Street,0.000159464
Liantang Town,5.89E-05
Zhaoxiang Town,0.000361458
Chonggu Town,0.000121112
Jinze Town,0.000244767
Xianghuaqiao Street,7.01E-05
Nanjing West Road Street,9.10E-05
Caojiadu Street,7.10E-05
Jiangning Road Street,5.82E-05
Shimen Second Street,9.47E-05
Jingan Temple Street,0.000100186
Bansong Garden,7.02E-05
Nanjing East Road,0.00011369
The Bund,8.69E-05
Little East Gate,7.25E-05
Old Simon,9.02E-05
Yu Garden,9.66E-05
Nanqiao Town,1.40E-06
Xidu Street,7.07E-06
Pujiang Town,1.43E-05
Pujin Street,1.50E-05
Jiuting Town,0.000154624
Jiuliting Street,0.000149321
Fangsong Street,0.000279551
Guangfulin Street,0.000446755
Chuansha New Town,1.68E-05
Zhuqiao Town,1.39E-06
Laogang Town,4.52E-05
Nicheng,6.87E-05
Changzheng Town,7.20E-05
Wanli Street,7.11E-05
Sichuan North Road Street,7.83E-05
