NAME,score
Chedun Town,0.001602195
Sanlin Town,0.00249999
Shanggang Xincun Street,0.002534929
Dongming Road Street,0.002544895
Beicai Town,0.002277075
South Pier Road Street,0.002460227
Heqing Town,0.001800145
Zhou Jiadu Street,0.002514167
Tang Zhen,0.002305731
Tangqiao Street,0.002550201
Zhangjiang Town,0.002201731
Cao Lu Town,0.001710377
"Xincun Street, East Shanghai",0.002151817
Yangjing Subdistrict,0.00245228
Puxing Road Street,0.002094514
Weifang Xincun Street,0.002551309
Huamu Street,0.002385614
Jinyang Xincun Street,0.002398061
Jinqiao Town,0.002251966
Lujiazui Street,0.002600093
Gaodong,0.002078624
Gaoqiao Town,0.001791241
Gaohang Town,0.002037597
Liangcheng Xincun Street,0.002398311
Jiaxing Road Street,0.002603758
Guangzhong Road Street,0.00254459
North Bund Street,0.002639408
Quyang Road Street,0.002569217
Ouyang Road Street,0.002596426
Jiangwan Town Street,0.002342279
Tinglin Town,0.000834255
Jinshan Weizhen,0.000376791
Luxiang Town,0.000342553
Shanyang Town,0.000585654
Langxia Town,0.000310278
Zhangyan Town,0.000412979
Zhujing Town,0.000383704
Fengjing Town,0.000434862
Caojing Town,0.000478023
Petrochemical Street,0.000316121
Xianxia Xincun Street,0.002395515
Beixinjing Street,0.002246967
Huayang Road Street,0.002509821
Zhou Jiaqiao Street,0.002503508
Tianshan Road Street,0.002590666
Xinhua Road Street,0.002665616
Xinjing Town,0.002125863
Jiangsu Road Street,0.002654529
Chengjiaqiao Street,0.002341083
Hongqiao Street,0.002710795
Qibao Town,0.002241131
Huacao Town,0.001714782
Gumei Road Street,0.002228658
Wujing Town,0.002182536
Xinhong Street,0.002163077
Meilong Town,0.002319885
Jiangchuan Road Street,0.00127767
Xinzhuang Town,0.002443446
Hongqiao Town,0.002506556
Zhunqiao Town,0.001987967
Maqiao Town,0.001518298
Linfen Road Street,0.002240649
Gongxin Road Street,0.002588921
North Station Street,0.002573907
Daning Road Street,0.002390735
Tianmu West Road Street,0.002625651
Baoshan Road Street,0.002581144
Pengpu Xincun Street,0.002172989
Pengpu Town,0.002239992
Zhijiang West Road Street,0.002635092
Huaxin Town,0.001558992
Xiayang Street,0.001614127
Jing Town,0.002248379
Zhujiajiao Town,0.000833267
Baihe Town,0.000754505
Yingpu Street,0.000712761
Liantang Town,0.000304083
Zhaoxiang Town,0.001948407
Chonggu Town,0.001408115
Jinze Town,0.000604974
Xianghuaqiao Street,0.000741324
Nanjing West Road Street,0.002627805
Caojiadu Street,0.002542129
Jiangning Road Street,0.002543506
Shimen Second Street,0.002620334
Jingan Temple Street,0.002645137
Bansong Garden,0.002594481
Nanjing East Road,0.002689074
The Bund,0.002605643
Little East Gate,0.002633033
Old Simon,0.002658936
Yu Garden,0.002662133
Nanqiao Town,0.000989682
Xidu Street,0.001593195
Pujiang Town,0.002117909
Pujin Street,0.002081941
Jiuting Town,0.001937233
Jiuliting Street,0.002380556
Fangsong Street,0.001433478
Guangfulin Street,0.000995528
Chuansha New Town,0.001999591
Zhuqiao Town,0.000904361
Laogang Town,0.000562036
Nicheng,0.000339457
Changzheng Town,0.002240149
Wanli Street,0.002095584
Sichuan North Road Street,0.002612542
