NAME,score
Tang Zhen,0.002632763
Tangqiao Street,0.00322911
Zhangjiang Town,0.002373106
Cao Lu Town,0.00120476
"Xincun Street, East Shanghai",0.002246331
Yangjing Subdistrict,0.003001013
Puxing Road Street,0.00210343
Weifang Xincun Street,0.003230454
Huamu Street,0.002829786
Jinyang Xincun Street,0.002874
Jinqiao Town,0.002501808
Lujiazui Street,0.003355889
Gaodong,0.002061899
Gaoqiao Town,0.0013471
Gaohang Town,0.001957183
Liangcheng Xincun Street,0.00285015
Jiaxing Road Street,0.003373879
Guangzhong Road Street,0.003216518
North Bund Street,0.003461923
Quyang Road Street,0.00326454
Ouyang Road Street,0.003351689
Jiangwan Town Street,0.002713741
Tinglin Town,0.001010091
Jinshan Weizhen,0.000953204
Luxiang Town,0.000761181
Shanyang Town,0.001070663
Langxia Town,0.000706605
Zhangyan Town,0.001064109
Zhujing Town,0.000539542
Fengjing Town,4.74E-06
Caojing Town,0.001080984
Petrochemical Street,0.000736149
Xianxia Xincun Street,0.002685268
Beixinjing Street,0.0022946
Huayang Road Street,0.003115816
Zhou Jiaqiao Street,0.003030899
Tianshan Road Street,0.003211158
Xinhua Road Street,0.003361063
Xinjing Town,0.001931503
Jiangsu Road Street,0.003361611
Chengjiaqiao Street,0.002473932
Hongqiao Street,0.003376294
Qibao Town,0.002117167
Huacao Town,0.001097232
Gumei Road Street,0.002134681
Wujing Town,0.00209466
Xinhong Street,0.001923858
Meilong Town,0.002326277
Jiangchuan Road Street,0.000401586
Xinzhuang Town,0.002547935
Hongqiao Town,0.00282092
Zhunqiao Town,0.00179043
Maqiao Town,0.000813834
Linfen Road Street,0.002445209
Gongxin Road Street,0.003307259
North Station Street,0.003276273
Daning Road Street,0.0028129
Tianmu West Road Street,0.003415904
Baoshan Road Street,0.003304514
Pengpu Xincun Street,0.002260785
Pengpu Town,0.002422481
Zhijiang West Road Street,0.003442221
Huaxin Town,0.000794955
Xiayang Street,0.000890137
Jing Town,0.002060308
Zhujiajiao Town,7.56E-05
Baihe Town,6.23E-05
Yingpu Street,3.26E-05
Liantang Town,2.96E-06
Zhaoxiang Town,0.001372897
Chonggu Town,0.000683371
Jinze Town,9.19E-06
Xianghuaqiao Street,7.64E-05
Nanjing West Road Street,0.003420595
Caojiadu Street,0.003201617
Jiangning Road Street,0.003201171
Shimen Second Street,0.003402482
Jingan Temple Street,0.00337404
Bansong Garden,0.00333835
Nanjing East Road,0.003580978
The Bund,0.003366136
Little East Gate,0.00343985
Old Simon,0.003503673
Yu Garden,0.00351208
Nanqiao Town,0.000652664
Xidu Street,0.001102737
Pujiang Town,0.001823068
Pujin Street,0.002019764
Jiuting Town,0.001344892
Jiuliting Street,0.002406604
Fangsong Street,0.000561951
Guangfulin Street,0.000133208
Chuansha New Town,0.001850323
Zhuqiao Town,8.26E-05
Laogang Town,3.09E-05
Nicheng,3.79E-06
Changzheng Town,0.00242201
Wanli Street,0.002063134
Sichuan North Road Street,0.003392617
