NAME,score
Caohejing Street,0.002775139
Tianlin Street,0.002762789
Hongmei Road Street,0.002506326
Long Bridge Street,0.00248865
Longhua Subdistrict,0.002622691
Yichuan Road Street,0.002753247
Cao Yang Xincun Street,0.002513948
Taopu Town,0.001822358
Ganquan Road Street,0.002368318
True as a town street,0.002152234
Shiquan Road Street,0.002418741
Longevity Road Street,0.002667132
Changfeng Xincun Street,0.002428988
Wujiaochang Street,0.002658528
Wujiaochang Town,0.002300061
Siping Road Street,0.002611074
Bridge Street,0.002539611
Dinghai Road Street,0.002289914
Pingliang Road Street,0.002658754
Yanji Xincun Street,0.002411692
Jianjiang Road Street,0.002624769
Xinjiangwancheng Street,0.002384316
Yinhang Street,0.002089664
Jiangpu Road Street,0.002617851
Changbai Xincun Street,0.002154532
Zhongshan Street,0.00179014
Sheshan Town,0.000967489
Yexie Town,0.001512569
Xiaokunshan Town,0.001024548
Yueyang Street,0.001554261
Xinqiao Town,0.001695806
Xinbang Town,0.000789152
Yongfeng Street,0.001057898
Sigang Town,0.000939113
Sijing Town,0.001430167
Dongjing Town,0.001562346
Shihudang Town,0.001248607
Chedun Town,0.001420831
Sanlin Town,0.002529561
Shanggang Xincun Street,0.002668831
Dongming Road Street,0.002604881
Beicai Town,0.002244237
South Pier Road Street,0.002536276
Heqing Town,0.001631712
Zhou Jiadu Street,0.002629388
Tang Zhen,0.002285479
Tangqiao Street,0.002710111
Zhangjiang Town,0.002139228
Cao Lu Town,0.001538766
"Xincun Street, East Shanghai",0.002070073
Yangjing Subdistrict,0.002513643
Puxing Road Street,0.002007709
Weifang Xincun Street,0.002693823
Huamu Street,0.002409036
Jinyang Xincun Street,0.002441467
Jinqiao Town,0.002204607
Lujiazui Street,0.002786885
Gaodong,0.001962847
Gaoqiao Town,0.001609236
Gaohang Town,0.001916625
Liangcheng Xincun Street,0.002420296
Jiaxing Road Street,0.002781856
Guangzhong Road Street,0.002674911
North Bund Street,0.002856042
Quyang Road Street,0.002744683
Ouyang Road Street,0.002769164
Jiangwan Town Street,0.002334164
Tinglin Town,0.000916563
Jinshan Weizhen,0.000550742
Luxiang Town,0.000515958
Shanyang Town,0.000778502
Langxia Town,0.000400599
Zhangyan Town,0.000630667
Zhujing Town,0.000576816
Fengjing Town,0.000612664
Caojing Town,0.000700436
Petrochemical Street,0.000398443
Xianxia Xincun Street,0.002412962
Beixinjing Street,0.00217087
Huayang Road Street,0.002628642
Zhou Jiaqiao Street,0.00259258
Tianshan Road Street,0.002719803
Xinhua Road Street,0.002832836
Xinjing Town,0.001998961
Jiangsu Road Street,0.002823152
Chengjiaqiao Street,0.002311171
Hongqiao Street,0.0028495
Qibao Town,0.002114876
Huacao Town,0.001548154
Gumei Road Street,0.002119183
Wujing Town,0.002017119
Xinhong Street,0.002011474
Meilong Town,0.002236795
Jiangchuan Road Street,0.001152422
Xinzhuang Town,0.002373956
Hongqiao Town,0.002488902
Zhunqiao Town,0.001826419
Maqiao Town,0.001346411
Linfen Road Street,0.002180458
Gongxin Road Street,0.002803143
North Station Street,0.002744517
Daning Road Street,0.002423033
Tianmu West Road Street,0.002827573
Baoshan Road Street,0.002745417
Pengpu Xincun Street,0.002087181
Pengpu Town,0.002206441
Zhijiang West Road Street,0.002851183
Huaxin Town,0.001395964
Xiayang Street,0.001436649
Jing Town,0.002057738
Zhujiajiao Town,0.000894567
Baihe Town,0.000838605
Yingpu Street,0.000810043
Liantang Town,0.00056304
Zhaoxiang Town,0.001737191
Chonggu Town,0.001297042
Jinze Town,0.000734436
Xianghuaqiao Street,0.000831425
Nanjing West Road Street,0.002847051
Caojiadu Street,0.002685604
Jiangning Road Street,0.002690954
Shimen Second Street,0.002816212
Jingan Temple Street,0.002828081
Bansong Garden,0.002780995
Nanjing East Road,0.00295369
The Bund,0.002800198
Little East Gate,0.002849966
Old Simon,0.002899059
Yu Garden,0.002913409
Nanqiao Town,0.000946382
Xidu Street,0.001406073
Pujiang Town,0.001937315
Pujin Street,0.001995146
Jiuting Town,0.001717282
Jiuliting Street,0.002274464
Fangsong Street,0.001280085
Guangfulin Street,0.000960549
Chuansha New Town,0.001872875
Zhuqiao Town,0.000897539
Laogang Town,0.000714524
Nicheng,0.000597034
Changzheng Town,0.002215728
Wanli Street,0.002038059
Sichuan North Road Street,0.002799602
