NAME,score
Tang Zhen,0.002519576
Tangqiao Street,0.003996752
Zhangjiang Town,0.002131884
Cao Lu Town,0.000653198
"Xincun Street, East Shanghai",0.002028168
Yangjing Subdistrict,0.003384401
Puxing Road Street,0.001884292
Weifang Xincun Street,0.003942157
Huamu Street,0.003008471
Jinyang Xincun Street,0.003167642
Jinqiao Town,0.002375512
Lujiazui Street,0.00424183
Gaodong,0.001652594
Gaoqiao Town,0.000744553
Gaohang Town,0.001580004
Liangcheng Xincun Street,0.002996083
Jiaxing Road Street,0.004263271
Guangzhong Road Street,0.003826517
North Bund Street,0.00452471
Quyang Road Street,0.00401874
Ouyang Road Street,0.004185086
Jiangwan Town Street,0.002770316
Tinglin Town,0.001619446
Jinshan Weizhen,0.001501154
Luxiang Town,0.000884784
Shanyang Town,0.001985314
Langxia Town,0.000745467
Zhangyan Town,0.001957082
Zhujing Town,0.000405487
Fengjing Town,2.08E-07
Caojing Town,0.002033499
Petrochemical Street,0.000819044
Xianxia Xincun Street,0.002808681
Beixinjing Street,0.002000321
Huayang Road Street,0.003591562
Zhou Jiaqiao Street,0.003401889
Tianshan Road Street,0.003857274
Xinhua Road Street,0.004275911
Xinjing Town,0.001531289
Jiangsu Road Street,0.004244725
Chengjiaqiao Street,0.002519503
Hongqiao Street,0.004280407
Qibao Town,0.001863212
Huacao Town,0.000586512
Gumei Road Street,0.001930344
Wujing Town,0.001570349
Xinhong Street,0.001548121
Meilong Town,0.00228043
Jiangchuan Road Street,0.000163353
Xinzhuang Town,0.002583862
Hongqiao Town,0.002931663
Zhunqiao Town,0.001202885
Maqiao Town,0.000303567
Linfen Road Street,0.0021993
Gongxin Road Street,0.00425805
North Station Street,0.004059006
Daning Road Street,0.002938864
Tianmu West Road Street,0.004370912
Baoshan Road Street,0.004057107
Pengpu Xincun Street,0.001896038
Pengpu Town,0.002171103
Zhijiang West Road Street,0.004443887
Huaxin Town,0.000363326
Xiayang Street,0.000386426
Jing Town,0.001537249
Zhujiajiao Town,1.41E-05
Baihe Town,1.79E-05
Yingpu Street,5.28E-06
Liantang Town,8.07E-08
Zhaoxiang Town,0.000854836
Chonggu Town,0.000281818
Jinze Town,2.37E-06
Xianghuaqiao Street,1.58E-05
Nanjing West Road Street,0.004400434
Caojiadu Street,0.00378855
Jiangning Road Street,0.003810819
Shimen Second Street,0.004333583
Jingan Temple Street,0.00427939
Bansong Garden,0.004222927
Nanjing East Road,0.004859906
The Bund,0.00424167
Little East Gate,0.004467887
Old Simon,0.004664415
Yu Garden,0.004673427
Nanqiao Town,0.000518792
Xidu Street,0.000527086
Pujiang Town,0.001288608
Pujin Street,0.001558425
Jiuting Town,0.000794083
Jiuliting Street,0.002209329
Fangsong Street,0.000207747
Guangfulin Street,3.81E-05
Chuansha New Town,0.001245218
Zhuqiao Town,3.04E-05
Laogang Town,7.04E-06
Nicheng,9.71E-08
Changzheng Town,0.002155841
Wanli Street,0.001736614
Sichuan North Road Street,0.004296054
